ts,renewable_percent,renewable_mw,non_renewable_mw,total_mw
2026-03-27T07:15:00+01:00,31.88889440254069,25705.0,54903.0,80608.0
2026-03-27T07:30:00+01:00,32.37061111931846,26294.0,54934.0,81228.0
2026-03-27T07:45:00+01:00,32.774393972750175,26797.0,54965.0,81762.0
2026-03-27T08:00:00+01:00,33.67753142415981,27918.0,54980.0,82898.0
2026-03-27T08:15:00+01:00,34.225699179406206,28612.0,54986.0,83598.0
2026-03-27T08:30:00+01:00,34.81002156960345,29372.0,55006.0,84378.0
2026-03-27T08:45:00+01:00,35.0624297295698,29626.0,54869.0,84495.0
2026-03-27T09:00:00+01:00,35.7634757526591,29757.0,53448.0,83205.0
2026-03-27T09:15:00+01:00,36.70705020843776,30026.0,51773.0,81799.0
2026-03-27T09:30:00+01:00,37.17630583263722,30263.0,51141.0,81404.0
2026-03-27T09:45:00+01:00,37.25619673013195,30467.0,51310.0,81777.0
2026-03-27T10:00:00+01:00,37.7074896939185,31008.0,51225.0,82233.0
2026-03-27T10:15:00+01:00,37.6698742037628,30574.0,50589.0,81163.0
2026-03-27T10:30:00+01:00,38.648725668760605,31193.0,49516.0,80709.0
2026-03-27T10:45:00+01:00,38.71149935989156,30843.0,48831.0,79674.0
2026-03-27T11:00:00+01:00,39.42584094003732,31271.0,48045.0,79316.0
2026-03-27T11:15:00+01:00,39.310772031402095,31096.0,48007.0,79103.0
2026-03-27T11:30:00+01:00,39.276932195054286,31147.0,48154.0,79301.0
2026-03-27T11:45:00+01:00,39.47318600042912,31275.0,47956.0,79231.0
2026-03-27T12:00:00+01:00,39.68660178508396,31481.0,47843.0,79324.0
2026-03-27T12:15:00+01:00,39.881567342824745,31654.0,47716.0,79370.0
2026-03-27T12:30:00+01:00,40.23839556004036,31901.0,47379.0,79280.0
2026-03-27T12:45:00+01:00,40.28142141664679,32091.0,47576.0,79667.0
2026-03-27T13:00:00+01:00,40.58969964598006,32447.0,47492.0,79939.0
2026-03-27T13:15:00+01:00,40.632727999400494,32533.0,47533.0,80066.0
2026-03-27T13:30:00+01:00,40.53577237806862,32397.0,47525.0,79922.0
2026-03-27T13:45:00+01:00,40.50289118626249,32361.0,47537.0,79898.0
2026-03-27T14:00:00+01:00,40.116454930429526,31830.0,47514.0,79344.0
2026-03-27T14:15:00+01:00,39.45761426133131,31209.0,47886.0,79095.0
2026-03-27T14:30:00+01:00,38.984577139668204,30737.0,48107.0,78844.0
2026-03-27T14:45:00+01:00,38.82412762982266,30541.0,48124.0,78665.0
2026-03-27T15:00:00+01:00,38.537445834877865,30149.0,48084.0,78233.0
2026-03-27T15:15:00+01:00,38.73675080674992,30370.0,48031.0,78401.0
2026-03-27T15:30:00+01:00,38.184960000000004,29832.0,48293.0,78125.0
2026-03-27T15:45:00+01:00,37.51867882722728,29125.0,48503.0,77628.0
2026-03-27T16:00:00+01:00,36.68596521034541,28071.0,48446.0,76517.0
2026-03-27T16:15:00+01:00,36.14596721832805,27279.0,48190.0,75469.0
2026-03-27T16:30:00+01:00,35.05769410757979,26220.0,48571.0,74791.0
2026-03-27T16:45:00+01:00,35.63402464364652,26924.0,48633.0,75557.0
2026-03-27T17:00:00+01:00,35.50375062952262,26789.0,48665.0,75454.0
2026-03-27T17:15:00+01:00,35.75783056548244,27216.0,48896.0,76112.0
2026-03-27T17:30:00+01:00,36.0034296404074,27714.0,49262.0,76976.0
2026-03-27T17:45:00+01:00,36.84557546248748,29059.0,49808.0,78867.0
2026-03-27T18:00:00+01:00,35.726087065361604,28543.0,51351.0,79894.0
2026-03-27T18:15:00+01:00,34.06866687287349,27536.0,53289.0,80825.0
2026-03-27T18:30:00+01:00,33.022878627773814,26876.0,54510.0,81386.0
2026-03-27T18:45:00+01:00,33.31753093623125,27409.0,54857.0,82266.0
2026-03-27T19:00:00+01:00,33.31154130195281,27515.0,55084.0,82599.0
2026-03-27T19:15:00+01:00,33.472160543466515,27888.0,55429.0,83317.0
2026-03-27T19:30:00+01:00,33.5521193901139,28013.0,55478.0,83491.0
2026-03-27T19:45:00+01:00,33.5554600171969,28098.0,55638.0,83736.0
2026-03-27T20:00:00+01:00,33.512946449859335,28112.0,55772.0,83884.0
2026-03-27T20:15:00+01:00,33.516986969715,28166.0,55869.0,84035.0
2026-03-27T20:30:00+01:00,33.29568959368536,28009.0,56113.0,84122.0
2026-03-27T20:45:00+01:00,33.56863779093459,28009.0,55429.0,83438.0
2026-03-27T21:00:00+01:00,34.099668260318076,27959.0,54033.0,81992.0
2026-03-27T21:15:00+01:00,34.49681560230962,27841.0,52865.0,80706.0
2026-03-27T21:30:00+01:00,34.66823664992296,27676.0,52155.0,79831.0
2026-03-27T21:45:00+01:00,33.84458208288104,26502.0,51803.0,78305.0
2026-03-27T22:00:00+01:00,33.505659696258675,25989.0,51577.0,77566.0
2026-03-27T22:15:00+01:00,32.95357337273505,25425.0,51729.0,77154.0
2026-03-27T22:30:00+01:00,32.98714532058316,25251.0,51297.0,76548.0
2026-03-27T22:45:00+01:00,32.97424193022497,25283.0,51392.0,76675.0
2026-03-27T23:00:00+01:00,32.49351126025745,24788.0,51498.0,76286.0
2026-03-27T23:15:00+01:00,32.16476542522887,24277.0,51200.0,75477.0
2026-03-27T23:30:00+01:00,31.875512095528478,23731.0,50718.0,74449.0
2026-03-27T23:45:00+01:00,31.568013813198082,23402.0,50730.0,74132.0
2026-03-28T00:00:00+01:00,31.34075639358474,23137.0,50687.0,73824.0
2026-03-28T00:15:00+01:00,31.161228406909792,22729.0,50211.0,72940.0
2026-03-28T00:30:00+01:00,31.11184975901612,22464.0,49740.0,72204.0
2026-03-28T00:45:00+01:00,30.281789461807513,21471.0,49433.0,70904.0
2026-03-28T01:00:00+01:00,30.27170911974174,21380.0,49247.0,70627.0
2026-03-28T01:15:00+01:00,30.642237927303896,21809.0,49364.0,71173.0
2026-03-28T01:30:00+01:00,30.837283224799222,21925.0,49174.0,71099.0
2026-03-28T01:45:00+01:00,30.85055329719964,21857.0,48991.0,70848.0
2026-03-28T02:00:00+01:00,30.959028358441632,21845.0,48716.0,70561.0
2026-03-28T02:15:00+01:00,30.337400880425587,21157.0,48582.0,69739.0
2026-03-28T02:30:00+01:00,30.18322082931533,20971.0,48508.0,69479.0
2026-03-28T02:45:00+01:00,30.088777996982706,20742.0,48194.0,68936.0
2026-03-28T03:00:00+01:00,29.996207258723306,20563.0,47989.0,68552.0
2026-03-28T03:15:00+01:00,29.916406810429386,20435.0,47872.0,68307.0
2026-03-28T03:30:00+01:00,29.945529427394714,20286.0,47457.0,67743.0
2026-03-28T03:45:00+01:00,29.971185836501903,20179.0,47149.0,67328.0
2026-03-28T04:00:00+01:00,29.549595292852665,19787.0,47175.0,66962.0
2026-03-28T04:15:00+01:00,29.404584697826735,19754.0,47426.0,67180.0
2026-03-28T04:30:00+01:00,29.485544848035584,19888.0,47562.0,67450.0
2026-03-28T04:45:00+01:00,29.54565622504215,19977.0,47637.0,67614.0
2026-03-28T05:00:00+01:00,29.851778801572,20281.0,47658.0,67939.0
2026-03-28T05:15:00+01:00,30.267205766019163,20661.0,47601.0,68262.0
2026-03-28T05:30:00+01:00,30.544738569240863,20943.0,47622.0,68565.0
2026-03-28T05:45:00+01:00,30.610818210946373,21018.0,47644.0,68662.0
2026-03-28T06:00:00+01:00,30.700010159799124,21152.0,47747.0,68899.0
2026-03-28T06:15:00+01:00,30.789950039823328,21262.0,47793.0,69055.0
2026-03-28T06:30:00+01:00,30.916234525993442,21403.0,47826.0,69229.0
2026-03-28T06:45:00+01:00,31.12219163868513,21596.0,47795.0,69391.0
2026-03-28T07:00:00+01:00,31.0633075868043,21516.0,47749.0,69265.0
2026-03-28T07:15:00+01:00,31.773578437674075,22245.0,47766.0,70011.0
2026-03-28T07:30:00+01:00,32.35427341958497,22857.0,47789.0,70646.0
2026-03-28T07:45:00+01:00,33.215448915975905,23762.0,47777.0,71539.0
2026-03-28T08:00:00+01:00,33.79452704399007,24230.0,47468.0,71698.0
2026-03-28T08:15:00+01:00,33.79464782463559,24297.0,47599.0,71896.0
2026-03-28T08:30:00+01:00,34.01735508503992,24501.0,47524.0,72025.0
2026-03-28T08:45:00+01:00,34.42882542504723,24786.0,47206.0,71992.0
2026-03-28T09:00:00+01:00,35.31351306419883,25490.0,46692.0,72182.0
2026-03-28T09:15:00+01:00,35.79851868198558,25955.0,46548.0,72503.0
2026-03-28T09:30:00+01:00,37.245044331206714,27263.0,45936.0,73199.0
2026-03-28T09:45:00+01:00,38.10819960728553,28141.0,45704.0,73845.0
2026-03-28T10:00:00+01:00,38.738108373588815,28789.0,45528.0,74317.0
2026-03-28T10:15:00+01:00,39.00174748798602,28568.0,44680.0,73248.0
2026-03-28T10:30:00+01:00,40.40256099091936,28965.0,42726.0,71691.0
2026-03-28T10:45:00+01:00,41.12856394204212,29038.0,41565.0,70603.0
2026-03-28T11:00:00+01:00,42.23009306394023,29450.0,40287.0,69737.0
2026-03-28T11:15:00+01:00,42.53544620517097,29580.0,39962.0,69542.0
2026-03-28T11:30:00+01:00,42.90477633915039,29724.0,39555.0,69279.0
2026-03-28T11:45:00+01:00,43.042890178454556,29595.0,39162.0,68757.0
2026-03-28T12:00:00+01:00,43.25739722440429,29736.0,39006.0,68742.0
2026-03-28T12:15:00+01:00,44.045278436361535,30467.0,38705.0,69172.0
2026-03-28T12:30:00+01:00,44.6229913473424,31046.0,38528.0,69574.0
2026-03-28T12:45:00+01:00,44.55216259367404,30974.0,38549.0,69523.0
2026-03-28T13:00:00+01:00,44.76556561150873,31211.0,38510.0,69721.0
2026-03-28T13:15:00+01:00,44.82383802663807,30928.0,38071.0,68999.0
2026-03-28T13:30:00+01:00,45.46611471117417,31082.0,37281.0,68363.0
2026-03-28T13:45:00+01:00,45.80567994515513,31403.0,37154.0,68557.0
2026-03-28T14:00:00+01:00,45.491905172792016,31106.0,37271.0,68377.0
2026-03-28T14:15:00+01:00,44.99102386768298,30575.0,37383.0,67958.0
2026-03-28T14:30:00+01:00,44.42980337037525,30346.0,37955.0,68301.0
2026-03-28T14:45:00+01:00,43.91926455328042,30050.0,38371.0,68421.0
2026-03-28T15:00:00+01:00,43.433166125700794,29439.0,38341.0,67780.0
2026-03-28T15:15:00+01:00,43.40993652878091,29751.0,38784.0,68535.0
2026-03-28T15:30:00+01:00,43.30860322442574,30355.0,39735.0,70090.0
2026-03-28T15:45:00+01:00,42.337104844211964,29785.0,40567.0,70352.0
2026-03-28T16:00:00+01:00,40.75909000313203,28630.0,41612.0,70242.0
2026-03-28T16:15:00+01:00,39.93598912381573,28200.0,42413.0,70613.0
2026-03-28T16:30:00+01:00,39.00723301659339,27504.0,43006.0,70510.0
2026-03-28T16:45:00+01:00,38.304581447963805,27089.0,43631.0,70720.0
2026-03-28T17:00:00+01:00,37.15607944635121,26415.0,44677.0,71092.0
2026-03-28T17:15:00+01:00,36.941506129597194,26367.0,45008.0,71375.0
2026-03-28T17:30:00+01:00,36.38932013035147,26018.0,45481.0,71499.0
2026-03-28T17:45:00+01:00,36.64119006275722,26799.0,46340.0,73139.0
2026-03-28T18:00:00+01:00,35.81144654426194,26643.0,47755.0,74398.0
2026-03-28T18:15:00+01:00,35.43408274930115,26746.0,48735.0,75481.0
2026-03-28T18:30:00+01:00,35.208052982928315,26687.0,49111.0,75798.0
2026-03-28T18:45:00+01:00,35.961005670490145,27777.0,49465.0,77242.0
2026-03-28T19:00:00+01:00,36.02657191410474,27984.0,49692.0,77676.0
2026-03-28T19:15:00+01:00,36.82918185500203,29098.0,49910.0,79008.0
2026-03-28T19:30:00+01:00,37.35534910545254,29795.0,49966.0,79761.0
2026-03-28T19:45:00+01:00,37.62107517243097,30218.0,50104.0,80322.0
2026-03-28T20:00:00+01:00,37.520419997256546,30088.0,50103.0,80191.0
2026-03-28T20:15:00+01:00,37.00785422557336,29449.0,50126.0,79575.0
2026-03-28T20:30:00+01:00,36.558866509943456,28770.0,49925.0,78695.0
2026-03-28T20:45:00+01:00,36.06251940792878,27872.0,49416.0,77288.0
2026-03-28T21:00:00+01:00,35.859302764718905,27536.0,49253.0,76789.0
2026-03-28T21:15:00+01:00,35.22465739094047,26937.0,49535.0,76472.0
2026-03-28T21:30:00+01:00,34.50885583644295,26264.0,49844.0,76108.0
2026-03-28T21:45:00+01:00,34.1509030672224,25564.0,49292.0,74856.0
2026-03-28T22:00:00+01:00,34.41428457042197,25788.0,49146.0,74934.0
2026-03-28T22:15:00+01:00,36.14486042094857,27786.0,49088.0,76874.0
2026-03-28T22:30:00+01:00,36.422764227642276,28000.0,48875.0,76875.0
2026-03-28T22:45:00+01:00,36.88045698819794,28343.0,48508.0,76851.0
2026-03-28T23:00:00+01:00,36.89855640472924,28244.0,48301.0,76545.0
2026-03-28T23:15:00+01:00,36.45966078536989,27752.0,48365.0,76117.0
2026-03-28T23:30:00+01:00,35.75855922960283,26884.0,48298.0,75182.0
2026-03-28T23:45:00+01:00,34.93405615341047,25905.0,48249.0,74154.0
2026-03-29T00:00:00+01:00,35.179354699819704,26146.0,48176.0,74322.0
2026-03-29T00:15:00+01:00,34.5461733511465,25341.0,48013.0,73354.0
2026-03-29T00:30:00+01:00,34.32790672093279,24966.0,47762.0,72728.0
2026-03-29T00:45:00+01:00,34.263638363396396,24922.0,47814.0,72736.0
2026-03-29T01:00:00+01:00,34.07504664501417,24655.0,47700.0,72355.0
2026-03-29T01:15:00+01:00,34.6365518744551,25426.0,47982.0,73408.0
2026-03-29T01:30:00+01:00,34.39329284971826,25147.0,47969.0,73116.0
2026-03-29T01:45:00+01:00,34.12865913825238,24903.0,48065.0,72968.0
2026-03-29T03:00:00+02:00,32.76301419730615,23400.0,48022.0,71422.0
2026-03-29T03:15:00+02:00,33.327773607983765,23978.0,47968.0,71946.0
2026-03-29T03:30:00+02:00,32.99415760489755,23606.0,47940.0,71546.0
2026-03-29T03:45:00+02:00,30.892678034102307,21560.0,48230.0,69790.0
2026-03-29T04:00:00+02:00,31.49472542218035,22063.0,47990.0,70053.0
2026-03-29T04:15:00+02:00,31.69558223703108,22069.0,47559.0,69628.0
2026-03-29T04:30:00+02:00,31.68285304887757,21890.0,47201.0,69091.0
2026-03-29T04:45:00+02:00,31.70881181328703,21731.0,46802.0,68533.0
2026-03-29T05:00:00+02:00,31.48026074855343,21490.0,46775.0,68265.0
2026-03-29T05:15:00+02:00,31.385574040326848,21356.0,46688.0,68044.0
2026-03-29T05:30:00+02:00,31.38552976137935,21334.0,46640.0,67974.0
2026-03-29T05:45:00+02:00,31.0752688172043,21097.0,46793.0,67890.0
2026-03-29T06:00:00+02:00,31.293685756240823,21311.0,46789.0,68100.0
2026-03-29T06:15:00+02:00,30.82976626509569,20959.0,47024.0,67983.0
2026-03-29T06:30:00+02:00,30.526658478476403,20629.0,46948.0,67577.0
2026-03-29T06:45:00+02:00,30.29875358400309,20395.0,46918.0,67313.0
2026-03-29T07:00:00+02:00,30.382096556230415,20459.0,46880.0,67339.0
2026-03-29T07:15:00+02:00,30.36601094030271,20484.0,46973.0,67457.0
2026-03-29T07:30:00+02:00,30.220227780986658,20405.0,47116.0,67521.0
2026-03-29T07:45:00+02:00,30.11870760442699,20247.0,46977.0,67224.0
2026-03-29T08:00:00+02:00,29.90868263473054,19979.0,46821.0,66800.0
2026-03-29T08:15:00+02:00,29.95691576288813,20164.0,47146.0,67310.0
2026-03-29T08:30:00+02:00,30.163396761612105,20417.0,47271.0,67688.0
2026-03-29T08:45:00+02:00,31.13714719803658,21314.0,47138.0,68452.0
2026-03-29T09:00:00+02:00,31.733464328026123,21964.0,47250.0,69214.0
2026-03-29T09:15:00+02:00,32.83786454363231,23263.0,47579.0,70842.0
2026-03-29T09:30:00+02:00,33.45895208741945,23883.0,47497.0,71380.0
2026-03-29T09:45:00+02:00,33.49689467117161,23893.0,47436.0,71329.0
2026-03-29T10:00:00+02:00,33.43826072357928,23901.0,47577.0,71478.0
2026-03-29T10:15:00+02:00,33.5506017733552,24141.0,47813.0,71954.0
2026-03-29T10:30:00+02:00,34.59316787352827,25033.0,47331.0,72364.0
2026-03-29T10:45:00+02:00,35.578462217806475,25783.0,46685.0,72468.0
2026-03-29T11:00:00+02:00,36.61191021030838,26879.0,46537.0,73416.0
2026-03-29T11:15:00+02:00,37.09631632308212,27442.0,46533.0,73975.0
2026-03-29T11:30:00+02:00,37.93750421812783,28106.0,45979.0,74085.0
2026-03-29T11:45:00+02:00,38.50298667900344,28297.0,45196.0,73493.0
2026-03-29T12:00:00+02:00,39.0570638029751,28514.0,44492.0,73006.0
2026-03-29T12:15:00+02:00,39.47751368581526,28485.0,43670.0,72155.0
2026-03-29T12:30:00+02:00,40.111275441932534,28477.0,42518.0,70995.0
2026-03-29T12:45:00+02:00,40.17897791941725,28241.0,42047.0,70288.0
2026-03-29T13:00:00+02:00,40.88632262721039,28324.0,40951.0,69275.0
2026-03-29T13:15:00+02:00,41.253784242782245,27935.0,39780.0,67715.0
2026-03-29T13:30:00+02:00,41.909723258799296,28077.0,38917.0,66994.0
2026-03-29T13:45:00+02:00,42.440586804453915,28091.0,38098.0,66189.0
2026-03-29T14:00:00+02:00,42.912954911677964,28229.0,37553.0,65782.0
2026-03-29T14:15:00+02:00,43.24394728777199,28221.0,37039.0,65260.0
2026-03-29T14:30:00+02:00,43.928807260553754,28606.0,36513.0,65119.0
2026-03-29T14:45:00+02:00,44.25381975965903,28761.0,36230.0,64991.0
2026-03-29T15:00:00+02:00,44.40291106601773,29103.0,36440.0,65543.0
2026-03-29T15:15:00+02:00,44.60245833143413,29356.0,36461.0,65817.0
2026-03-29T15:30:00+02:00,44.69583778014941,29316.0,36274.0,65590.0
2026-03-29T15:45:00+02:00,44.67945689773403,29320.0,36303.0,65623.0
2026-03-29T16:00:00+02:00,44.499389499389494,29156.0,36364.0,65520.0
2026-03-29T16:15:00+02:00,44.22312591114863,28818.0,36347.0,65165.0
2026-03-29T16:30:00+02:00,43.82422077723845,28711.0,36803.0,65514.0
2026-03-29T16:45:00+02:00,43.27390599675851,28302.0,37100.0,65402.0
2026-03-29T17:00:00+02:00,41.84437334476371,27334.0,37989.0,65323.0
2026-03-29T17:15:00+02:00,41.532477752890614,27443.0,38633.0,66076.0
2026-03-29T17:30:00+02:00,40.50047313636841,26964.0,39613.0,66577.0
2026-03-29T17:45:00+02:00,39.12530422597536,26525.0,41270.0,67795.0
2026-03-29T18:00:00+02:00,37.61806504112296,25888.0,42930.0,68818.0
2026-03-29T18:15:00+02:00,36.79899089485588,25381.0,43591.0,68972.0
2026-03-29T18:30:00+02:00,35.22020725388601,24471.0,45009.0,69480.0
2026-03-29T18:45:00+02:00,33.42336164793798,23884.0,47575.0,71459.0
2026-03-29T19:00:00+02:00,31.996130726179782,23154.0,49211.0,72365.0
2026-03-29T19:15:00+02:00,31.716346547908525,23217.0,49985.0,73202.0
2026-03-29T19:30:00+02:00,31.29463863798993,23179.0,50888.0,74067.0
2026-03-29T19:45:00+02:00,31.156663754284565,23179.0,51216.0,74395.0
2026-03-29T20:00:00+02:00,30.873697899210363,23029.0,51562.0,74591.0
2026-03-29T20:15:00+02:00,31.384287899953435,23590.0,51575.0,75165.0
2026-03-29T20:30:00+02:00,31.797635605006953,23777.0,50999.0,74776.0
2026-03-29T20:45:00+02:00,32.11812708496697,24166.0,51075.0,75241.0
2026-03-29T21:00:00+02:00,32.08446776014344,24158.0,51137.0,75295.0
2026-03-29T21:15:00+02:00,32.112788988373644,24030.0,50800.0,74830.0
2026-03-29T21:30:00+02:00,32.360390785188756,24147.0,50472.0,74619.0
2026-03-29T21:45:00+02:00,32.59350207782395,24157.0,49959.0,74116.0
2026-03-29T22:00:00+02:00,32.812394745705625,24355.0,49870.0,74225.0
2026-03-29T22:15:00+02:00,33.14271139570161,24689.0,49804.0,74493.0
2026-03-29T22:30:00+02:00,33.07681958832235,24586.0,49744.0,74330.0
2026-03-29T22:45:00+02:00,33.49565078179199,25107.0,49849.0,74956.0
2026-03-29T23:00:00+02:00,33.95208779443255,25369.0,49351.0,74720.0
2026-03-29T23:15:00+02:00,33.69458525500531,25059.0,49312.0,74371.0
2026-03-29T23:30:00+02:00,34.60190973414852,25185.0,47600.0,72785.0
2026-03-29T23:45:00+02:00,35.49189502922764,25683.0,46680.0,72363.0
2026-03-30T00:00:00+02:00,34.54959607249473,24420.0,46261.0,70681.0
2026-03-30T00:15:00+02:00,34.549763709827104,24199.0,45842.0,70041.0
2026-03-30T00:30:00+02:00,35.20099557201979,24326.0,44780.0,69106.0
2026-03-30T00:45:00+02:00,35.45907160638453,24215.0,44075.0,68290.0
2026-03-30T01:00:00+02:00,35.71365767878078,24371.0,43869.0,68240.0
2026-03-30T01:15:00+02:00,34.663506829957605,23549.0,44387.0,67936.0
2026-03-30T01:30:00+02:00,33.9513839602555,22962.0,44670.0,67632.0
2026-03-30T01:45:00+02:00,34.13041533736843,22894.0,44184.0,67078.0
2026-03-30T02:00:00+02:00,34.44837616577203,22975.0,43719.0,66694.0
2026-03-30T02:15:00+02:00,33.5480270302884,22241.0,44055.0,66296.0
2026-03-30T02:30:00+02:00,33.67483026188167,22220.0,43764.0,65984.0
2026-03-30T02:45:00+02:00,33.613116137490394,22306.0,44055.0,66361.0
2026-03-30T03:00:00+02:00,33.60188642169385,22230.0,43927.0,66157.0
2026-03-30T03:15:00+02:00,32.97524027943329,21855.0,44422.0,66277.0
2026-03-30T03:30:00+02:00,32.94446045784851,21716.0,44201.0,65917.0
2026-03-30T03:45:00+02:00,32.8256063955425,21680.0,44366.0,66046.0
2026-03-30T04:00:00+02:00,32.83037235337065,21584.0,44160.0,65744.0
2026-03-30T04:15:00+02:00,32.78159185213127,21726.0,44549.0,66275.0
2026-03-30T04:30:00+02:00,32.44228798746308,21530.0,44834.0,66364.0
2026-03-30T04:45:00+02:00,32.029977682610536,21241.0,45075.0,66316.0
2026-03-30T05:00:00+02:00,31.833333333333336,21010.0,44990.0,66000.0
2026-03-30T05:15:00+02:00,31.629157777711008,21053.0,45509.0,66562.0
2026-03-30T05:30:00+02:00,31.626001674440857,21154.0,45734.0,66888.0
2026-03-30T05:45:00+02:00,32.60094924075525,22049.0,45584.0,67633.0
2026-03-30T06:00:00+02:00,33.1780014947026,22641.0,45600.0,68241.0
2026-03-30T06:15:00+02:00,32.83688979830459,22467.0,45953.0,68420.0
2026-03-30T06:30:00+02:00,32.593459632086244,22555.0,46646.0,69201.0
2026-03-30T06:45:00+02:00,33.036278155918886,23540.0,47715.0,71255.0
2026-03-30T07:00:00+02:00,33.771543417212705,24533.0,48111.0,72644.0
2026-03-30T07:15:00+02:00,34.76120667626054,25846.0,48507.0,74353.0
2026-03-30T07:30:00+02:00,34.98112457778661,26409.0,49086.0,75495.0
2026-03-30T07:45:00+02:00,34.703459098934154,26536.0,49929.0,76465.0
2026-03-30T08:00:00+02:00,34.47444865632368,26465.0,50302.0,76767.0
2026-03-30T08:15:00+02:00,35.005277112775765,27197.0,50497.0,77694.0
2026-03-30T08:30:00+02:00,35.169872371022834,27391.0,50491.0,77882.0
2026-03-30T08:45:00+02:00,34.762944680631115,26902.0,50485.0,77387.0
2026-03-30T09:00:00+02:00,34.91038686018284,27036.0,50408.0,77444.0
2026-03-30T09:15:00+02:00,35.1210739289614,27340.0,50505.0,77845.0
2026-03-30T09:30:00+02:00,35.74942019012667,28054.0,50420.0,78474.0
2026-03-30T09:45:00+02:00,35.69617349864295,28014.0,50465.0,78479.0
2026-03-30T10:00:00+02:00,35.96220937635285,28244.0,50294.0,78538.0
2026-03-30T10:15:00+02:00,36.23456868442088,28559.0,50258.0,78817.0
2026-03-30T10:30:00+02:00,36.32443401610755,28640.0,50205.0,78845.0
2026-03-30T10:45:00+02:00,35.963112125798425,28039.0,49927.0,77966.0
2026-03-30T11:00:00+02:00,36.676510822178756,28688.0,49531.0,78219.0
2026-03-30T11:15:00+02:00,37.371028705690065,29266.0,49046.0,78312.0
2026-03-30T11:30:00+02:00,38.017138352785615,29902.0,48752.0,78654.0
2026-03-30T11:45:00+02:00,38.471353673172885,30452.0,48703.0,79155.0
2026-03-30T12:00:00+02:00,39.249263301673224,31034.0,48035.0,79069.0
2026-03-30T12:15:00+02:00,39.57439221629331,31075.0,47448.0,78523.0
2026-03-30T12:30:00+02:00,40.452421681517606,31688.0,46646.0,78334.0
2026-03-30T12:45:00+02:00,40.90320761729012,31918.0,46115.0,78033.0
2026-03-30T13:00:00+02:00,41.17909212453046,32340.0,46195.0,78535.0
2026-03-30T13:15:00+02:00,41.54238090970773,32450.0,45663.0,78113.0
2026-03-30T13:30:00+02:00,42.174761295657454,32642.0,44755.0,77397.0
2026-03-30T13:45:00+02:00,42.50572678050813,32658.0,44174.0,76832.0
2026-03-30T14:00:00+02:00,42.683752669687976,32776.0,44012.0,76788.0
2026-03-30T14:15:00+02:00,42.131581014215776,32186.0,44208.0,76394.0
2026-03-30T14:30:00+02:00,42.40696712159624,32284.0,43845.0,76129.0
2026-03-30T14:45:00+02:00,42.67243668029523,32146.0,43186.0,75332.0
2026-03-30T15:00:00+02:00,43.02525488105551,32284.0,42751.0,75035.0
2026-03-30T15:15:00+02:00,43.36772783021383,32531.0,42481.0,75012.0
2026-03-30T15:30:00+02:00,43.53963662538823,32663.0,42356.0,75019.0
2026-03-30T15:45:00+02:00,43.36821870995301,32488.0,42424.0,74912.0
